Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
mult/4/100,6.014049590983176e-3,6.003240539652799e-3,6.032391990135798e-3,4.0900732128215717e-5,2.8476524147515046e-5,6.364430771893554e-5
mult/4/200,4.3649197950575896e-2,4.339425343157252e-2,4.3883101805947664e-2,4.7897376924253376e-4,3.4813148280835564e-4,7.647594960076938e-4
mult/4/300,0.16149868790248892,0.15863267422454858,0.1637614301162507,3.492932053693892e-3,1.96605443579007e-3,5.1698843576626205e-3
mult/4/400,0.4628770379446359,0.45809587456402373,0.46552856670544623,4.213962839955116e-3,0.0,4.592582531453423e-3
mult/4/500,1.088849655665981,1.0817903443449177,1.095248374627845,1.0557420389907066e-2,0.0,1.1082906345302483e-2
mult/4/600,2.0981515224437883,2.087755130923615,2.105707307657544,1.1449356740402901e-2,0.0,1.3087003881302411e-2
mult/4/700,3.9081693848048276,3.8835724018978848,3.9291679286202754,3.368941786382691e-2,0.0,3.637054477331717e-2
mult/4/800,5.333068152972046,5.32942505717212,5.335763262547746,4.101475376914698e-3,0.0,4.668066717078885e-3
mult/4/900,8.436319771832713,8.43265739334587,8.443329940922485,6.073021849505594e-3,0.0,6.1617982162976035e-3
mult/4/1000,8.432819203305042,8.016379385671389,8.70332614652987,0.40618181050011826,0.0,0.4685317694655505
mult/5/100,6.097898995128233e-3,6.083221426882353e-3,6.113926036600131e-3,4.5973631420473594e-5,3.5542827961861614e-5,6.310279596830562e-5
mult/5/200,4.5314190025582075e-2,4.5097361897213556e-2,4.5466137012053646e-2,3.4971943045055353e-4,2.1717882240812603e-4,5.420766430447929e-4
mult/5/300,0.16547833205992438,0.16234672808160153,0.1694238861570387,4.768998960857329e-3,2.9456153650461903e-3,7.1175399750697385e-3
mult/5/400,0.5235274690546713,0.5125542168453103,0.5298983627383698,9.866436053581088e-3,0.0,1.103471154978534e-2
mult/5/500,0.5774287201111049,0.5729446514228766,0.5842780553457851,6.0255601811593e-3,0.0,6.543343805725978e-3
mult/5/600,1.0092341111946006,1.0035347321732115,1.014110758751922,7.831935982063734e-3,0.0,8.446601339886851e-3
mult/5/700,1.5857869931110409,1.5754910064238359,1.5916554834909202,9.17483243503009e-3,2.7194799110210365e-16,1.0164523501680095e-2
mult/5/800,2.3307213662230386,2.3177580748979625,2.338493070039355,1.1874908077339603e-2,0.0,1.3460985871237048e-2
mult/5/900,3.1484704455008856,3.147475957847783,3.1489863592954985,8.630709000410037e-4,0.0,8.935889045947018e-4
mult/5/1000,4.235486969249476,4.218423465672021,4.247765624435819,1.8566796476314675e-2,0.0,2.1267254631364224e-2
mult/5'/101,6.820642528725655e-3,6.798614623376904e-3,6.897393497093339e-3,1.078608197397974e-4,2.3985875715358404e-5,2.1829671091601297e-4
mult/5'/201,4.6758942430108065e-2,4.608986949731345e-2,4.73620869461296e-2,1.319950532383045e-3,9.531612954820108e-4,1.9430643092998197e-3
mult/5'/301,0.1608829680298877,0.15537431806350488,0.16633519061087607,7.812752717441697e-3,5.277082961185554e-3,1.0680157869023835e-2
mult/5'/401,0.4428516818052999,0.39751679267239526,0.46952642421348073,4.1060504788062044e-2,0.0,4.620200912978146e-2
